Unnamed: 0,ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status
129351,154241,2019,0,1,0,0,2,0,0,1,0.0881278913685792,3.625,0.1515,1.3842650432089236,360.0,1,1,1,0.1234251900310268,1,1,0,0,-0.1457365084618652,0,551,1,3,0,67.57028112,0,1,no
78218,103108,2019,0,1,0,0,3,0,0,1,0.7509810834065849,4.25,0.482,-1.220110023154546,360.0,1,1,1,0.4019991942514503,1,1,0,0,-0.1293586383159423,1,799,1,3,0,78.60915493,0,1,no
104101,128991,2019,0,1,0,1,3,0,0,0,0.811240464500949,4.125,0.686,-1.220110023154546,360.0,1,1,1,0.0438326173966201,1,1,0,0,-0.0802250278781736,0,609,1,0,0,95.50209205,0,1,no
91934,116824,2019,0,1,0,1,3,0,0,0,0.3291654157460358,3.99,0.8055,-1.220110023154546,360.0,1,1,1,-0.3143339594582101,1,1,0,0,2.482597687340316e-16,0,525,1,2,0,97.03608247,0,1,no
54007,78897,2019,0,1,0,0,0,0,0,1,-0.5144659195750623,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,1,-2.316448739567036e-16,1,0,0,1,-0.5388053919640149,2,762,1,4,1,73.13488828675666,0,1,yes
102913,127803,2019,0,1,0,0,2,0,0,1,0.8714998455953131,4.25,0.2304,0.1280597997745557,360.0,1,1,1,0.7203694847890771,1,1,0,0,1.0826037524823526,3,646,1,1,1,71.99074074,2,1,no
70423,95313,2019,0,2,0,0,2,0,0,1,2.2574656107656885,4.045968225309774,0.4462214556572678,0.0,360.0,0,1,1,1.595887783767551,1,1,0,0,0.2800881153321303,0,628,0,2,1,80.24193548,3,1,yes
75617,100507,2019,0,2,0,0,0,0,0,1,-1.0568003494243396,4.5,0.2281,-1.220110023154546,360.0,1,1,1,-1.189852258436684,1,1,0,0,-1.0956529769253938,0,794,0,5,0,87.20238095,0,1,no
12876,37766,2019,0,3,0,0,3,0,0,1,-0.0926502519145131,2.99,0.1708,1.9489507456543609,180.0,1,1,1,-0.2347413868238033,1,1,0,0,-0.2440037293374026,1,839,1,0,1,75.12254902,3,1,no
76504,101394,2019,0,1,0,0,2,0,0,1,0.2086466535573075,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,1,0.2826103352998402,1,1,0,0,-0.7189619635691669,3,597,1,2,1,66.26394052,0,1,yes
9784,34674,2019,0,2,0,2,3,0,0,1,-0.5144659195750623,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,0,-2.316448739567036e-16,1,1,0,0,-0.9154964053202416,2,823,1,4,1,73.13488828675666,2,1,yes
129078,153968,2019,0,3,0,0,3,0,0,1,-0.5747253006694264,4.5,0.2001,0.2089809016139975,360.0,1,1,1,2.352017223794415,1,1,0,0,-1.0956529769253938,3,866,0,4,1,21.40831758,3,1,no
67974,92864,2019,0,0,0,0,2,1,0,1,-0.6952440628581547,4.045968225309774,0.4462214556572678,0.0,180.0,0,1,1,0.3622029079342469,1,1,0,0,-0.7189619635691669,0,632,0,2,1,37.00716846,0,1,yes
23744,48634,2019,0,2,0,0,2,0,0,1,1.4138342754445905,4.625,0.8532,4.625958509528861,360.0,1,1,1,1.396906352181534,1,1,0,0,0.6076455182505883,1,607,1,2,1,68.03178484,0,1,no
104029,128919,2019,0,0,0,0,3,0,0,1,0.7509810834065849,3.75,0.0404,-1.220110023154546,360.0,1,1,1,0.3622029079342469,1,1,0,0,-0.5060496516721691,1,564,0,0,0,80.01792115,0,1,no
41736,66626,2019,0,0,0,0,3,0,0,1,-0.9965409683299754,4.25,0.431,0.6044015450356192,360.0,1,1,1,-0.7918893952646503,1,1,0,0,-0.702584093423244,3,539,0,4,1,58.39552239,0,1,no
58169,83059,2019,0,2,0,0,0,0,0,1,-0.7555034439525188,4.625,0.3015,0.2636882342394782,360.0,1,1,1,-0.8714819678990571,1,1,0,0,-0.2767594696292484,1,602,0,0,0,79.23387097,3,1,no
589,25479,2019,0,3,0,1,3,0,0,0,0.811240464500949,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,1,-2.316448739567036e-16,1,1,0,0,-1.7507677827623098,2,536,1,3,1,73.13488828675666,3,1,yes
135704,160594,2019,0,0,0,1,2,0,0,0,-1.538875398179253,3.99,1.3293,-0.2474107123894477,180.0,1,1,1,-1.1500559721194803,1,1,0,0,-1.1284087172172397,3,779,0,3,1,37.35955056,0,1,no
38598,63488,2019,0,1,0,0,1,0,0,1,-1.4183566359905244,4.045968225309774,0.4462214556572678,0.0,335.3290510484334,0,1,1,-2.316448739567036e-16,1,1,0,0,-0.7189619635691669,2,571,1,2,1,73.13488828675666,0,1,yes
114684,139574,2019,0,1,0,0,3,0,0,1,-0.815762825046883,2.99,0.2307,0.9849146528399852,180.0,0,0,1,-0.752093108947447,1,1,0,0,1.1153594927741983,0,508,1,1,1,67.08633094,0,1,no
66495,91385,2019,0,3,0,0,3,0,0,1,-1.237578492707432,3.99,1.3,-0.3023962571881898,180.0,1,1,1,-1.2694448310710906,1,1,0,0,-1.0956529769253938,3,525,0,2,1,78.71621622,3,1,no
112308,137198,2019,0,2,0,2,2,0,0,1,-0.3336877762919698,4.045968225309774,0.4462214556572678,0.0,180.0,1,0,1,-2.316448739567036e-16,1,1,0,0,0.4274889466454364,2,610,1,3,1,73.13488828675666,2,1,yes
95163,120053,2019,0,2,0,2,3,0,0,1,-0.3939471573863339,3.0,-0.698,-1.220110023154546,360.0,1,1,1,-0.1949451005066,1,1,0,0,2.482597687340316e-16,0,580,0,1,0,61.36363636,0,1,no
101244,126134,2019,0,3,0,0,3,0,0,1,1.654871799822047,3.625,-0.0427,-1.220110023154546,360.0,1,1,0,2.113239505891195,1,1,0,0,0.4602446869372822,0,684,1,3,0,59.76953908,0,1,no
51317,76207,2019,0,0,0,1,3,0,0,0,-0.0926502519145131,4.25,1.4588,-1.220110023154546,360.0,1,1,1,-0.5133153910442269,1,1,0,0,2.482597687340316e-16,0,888,0,1,0,90.68047337,0,1,no
122888,147778,2019,0,3,0,0,0,0,0,1,-0.5747253006694264,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,1,-2.316448739567036e-16,1,1,0,0,-1.0628972366335478,2,521,1,2,1,73.13488828675666,3,1,yes
43139,68029,2019,0,2,0,0,3,0,0,1,-1.1170597305187038,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,1,-2.316448739567036e-16,1,1,0,0,-0.9646300157580104,2,734,1,2,1,73.13488828675666,0,1,yes
25889,50779,2019,0,1,0,0,2,0,0,1,0.4496841779347641,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,1,0.2030177626654335,1,1,0,0,-0.8008513142987814,3,793,1,4,0,76.54440154,3,1,yes
94074,118964,2019,0,1,0,0,0,0,0,1,0.811240464500949,3.75,0.0981,-1.0294187627316422,360.0,1,1,1,0.1632214763482301,1,1,0,0,-0.0310914174404049,1,645,1,0,0,89.86220472,0,1,no
120495,145385,2019,0,1,0,0,2,0,0,1,-0.5747253006694264,3.99,0.5484,0.2214270323094823,360.0,1,1,1,-0.3541302457754134,1,1,0,0,-0.6862062232773211,3,678,1,6,1,59.92063492,0,1,no
125672,150562,2019,0,0,0,0,3,0,0,1,-0.7555034439525188,3.99,0.3919,-0.6462974158029507,324.0,1,1,1,-0.9510745405334636,1,1,0,0,-1.0792751067794708,0,579,0,1,1,86.18421053,0,1,no
85222,110112,2019,0,3,0,1,2,0,0,0,-0.5747253006694264,4.99,1.3403,0.3144735480335658,360.0,0,1,1,-0.7918893952646503,1,1,0,0,-0.7680955740069356,1,635,0,2,1,84.51492537,3,1,no
13130,38020,2019,0,3,0,1,3,0,0,0,-1.4786160170848883,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,1,-1.6276114079259207,1,1,0,0,-1.2921874186764686,1,712,0,4,1,131.8965517,3,1,yes
91600,116490,2019,0,1,0,0,3,0,0,1,-0.2131690141032415,3.625,0.148,0.6126126682047918,360.0,1,0,1,-0.3939265320926168,1,1,0,0,0.5912676481046655,3,811,1,2,0,77.85326087,0,1,no
11183,36073,2019,0,2,0,0,3,0,0,1,-0.3939471573863339,3.625,0.0006,-0.9129174151784396,360.0,1,1,1,0.4417954805686536,1,1,0,0,0.7059127391261257,1,808,0,0,1,44.37716263,3,1,no
55952,80842,2019,0,0,0,0,3,0,0,1,2.1369468485769603,3.375,-0.0857,2.492670069598184,360.0,1,1,1,1.5162952111331442,1,1,0,0,0.6076455182505883,3,585,0,2,0,79.7759434,3,1,no
29037,53927,2019,0,2,0,0,3,0,0,1,0.8714998455953131,3.625,0.1807,1.9296768245400864,360.0,1,1,1,0.5611843395202637,1,1,0,0,-0.2276258591914797,1,781,1,1,0,76.72697368,0,1,no
10723,35613,2019,0,3,0,0,3,0,0,1,0.5702029401234925,3.99,0.3364,1.2456419638234792,360.0,1,1,1,1.038739775326704,1,0,0,0,0.2637102451862074,3,828,0,2,1,57.21153846,3,1,no
11230,36120,2019,0,0,0,0,3,0,0,1,-0.2131690141032415,3.99,0.2204,-1.220110023154546,360.0,1,1,1,1.1183323479611107,1,1,0,0,-0.1129807681700194,3,785,0,2,0,38.30213904,0,1,no
26343,51233,2019,0,2,0,0,3,0,0,1,2.1369468485769603,3.875,-0.302,-0.4979098619476244,360.0,1,1,1,4.023461249116956,1,1,0,0,2.048898091091804,3,857,0,3,0,45.77131258,3,1,no
107674,132564,2019,0,2,0,2,0,0,0,1,-0.6349846817637905,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,1,-2.316448739567036e-16,1,1,0,0,-0.6698283531313982,2,668,1,2,1,73.13488828675666,0,1,yes
69235,94125,2019,0,3,0,0,2,0,0,1,-0.8760222061412472,4.56,0.3522,0.1110579447419158,360.0,1,1,1,-0.9510745405334636,1,1,0,0,-1.046519366487625,3,680,0,0,1,77.4122807,3,1,no
46816,71706,2019,1,2,0,0,3,0,0,1,2.9805781838980585,3.25,-0.2272,1.9921084090315324,360.0,1,1,1,3.147942950138482,1,1,0,0,2.884169468533872,1,748,1,3,1,64.90461049,1,1,no
38941,63831,2019,0,1,0,0,3,0,0,1,2.0766874674825964,3.5,-0.05,0.9221237109580764,360.0,1,1,1,1.7550729290363645,1,1,0,0,3.1462153908686386,0,876,1,1,0,73.4030837,0,1,no
88871,113761,2019,0,3,1,0,3,0,0,1,0.5702029401234925,3.5,-0.1981,0.254271524986173,360.0,1,1,1,0.2428140489826368,1,1,0,0,1.6885849478815,1,582,1,1,1,78.88257576,3,1,no
29296,54186,2019,0,2,0,0,3,0,0,1,1.172796751067134,3.875,0.4015,-1.220110023154546,360.0,1,1,1,0.5611843395202637,1,1,0,0,0.6731569988342799,1,514,0,1,0,84.95065789,3,1,no
138381,163271,2019,1,3,0,2,3,0,0,1,3.8242095192191567,3.875,0.3567,-1.220110023154546,360.0,1,1,1,4.262238967020176,1,1,0,0,2.482597687340316e-16,3,784,1,2,1,62.19115735,3,1,no
39693,64583,2019,0,2,0,0,3,0,0,1,0.0278685102742151,3.625,0.0485,0.6648701880823875,360.0,1,1,1,-0.1949451005066,1,1,0,0,1.1317373629201213,0,667,0,0,0,78.11004785,0,1,no
97110,122000,2019,0,3,1,1,2,0,0,0,2.016428086388232,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,1,2.232628364842805,1,1,0,0,-0.9318742754661646,3,573,1,4,0,63.8618677,3,1,yes
65167,90057,2019,0,1,0,0,0,0,0,1,0.5099435590291282,4.125,0.0686,-0.7475434625223211,360.0,1,0,1,0.1632214763482301,1,1,0,0,0.8533135704394319,3,639,1,0,0,80.01968504,0,1,no
44843,69733,2019,1,1,0,0,3,0,0,1,4.004987662502249,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,1,3.784683531213736,1,1,0,0,2.147165311967341,1,768,1,1,0,69.56981664,2,1,yes
90305,115195,2019,0,1,0,0,0,0,0,1,3.522912613747336,4.5,0.0801,-1.220110023154546,360.0,1,1,1,2.6703875143320417,1,1,0,1,2.720390767074643,3,520,1,0,0,79.6572935,0,1,no
53368,78258,2019,0,0,0,1,0,0,0,0,-0.9362815872356112,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,1,-2.316448739567036e-16,1,1,0,0,-0.8499849247365501,2,780,1,1,1,73.13488828675666,3,1,yes
81971,106861,2019,0,2,0,1,2,0,0,0,-1.237578492707432,4.5,1.61,-0.7689503436315995,360.0,1,1,1,-1.309241117388294,1,1,0,0,-1.193920197800931,1,783,1,3,1,84.42028986,3,1,no
114227,139117,2019,1,1,0,0,0,0,0,1,1.4138342754445905,4.25,0.6947,-0.7583550966998952,360.0,1,1,1,0.919350916375094,1,1,0,0,0.3947332063535906,0,832,1,3,1,79.7277937,0,1,no
98360,123250,2019,0,3,0,0,2,0,0,1,-1.237578492707432,5.75,1.179,-0.8961319473916696,360.0,1,1,1,-1.0306671131678704,1,1,0,0,-0.9810078859039332,0,689,0,2,1,56.00961538,3,1,no
5744,30634,2019,0,2,0,1,0,0,0,0,-0.4542065384806981,4.25,0.8644,-0.9595256823156444,360.0,1,1,1,-0.8714819678990571,1,1,0,0,-0.8172291844447043,1,710,0,3,0,99.39516129,0,1,no
100561,125451,2019,1,3,0,1,2,0,0,0,-0.6349846817637905,4.375,0.4462214556572678,0.0,360.0,1,1,1,-0.5133153910442269,1,1,0,0,2.482597687340316e-16,2,573,1,2,1,64.05325444,3,1,yes
66481,91371,2019,0,3,1,0,0,0,0,1,-0.9362815872356112,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,1,-2.316448739567036e-16,1,1,0,0,-1.0628972366335478,2,850,1,2,1,73.13488828675666,3,1,yes
23709,48599,2019,0,2,0,1,0,0,0,0,-0.9362815872356112,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,1,-1.189852258436684,1,1,0,0,-0.702584093423244,1,608,0,2,1,99.10714286,0,1,yes
62754,87644,2019,0,1,0,0,2,0,0,1,-0.9965409683299754,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,1,-0.6725005363130403,1,0,0,0,1.344649674817119,0,740,1,3,1,52.51677852,0,1,yes
35941,60831,2019,0,1,0,0,0,0,0,1,0.3894247968404,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,1,-0.3541302457754134,1,1,0,0,1.5084283762763482,0,825,1,0,1,102.2486772,0,1,yes
78039,102929,2019,0,0,0,0,2,0,0,1,-1.237578492707432,4.5,1.2066,-0.4005046888424458,360.0,1,1,1,-1.1102596858022773,1,1,0,0,-1.2921874186764686,1,820,0,6,1,61.96808511,0,1,no
69878,94768,2019,0,3,0,0,3,0,0,1,0.6304623212178566,4.5,1.1508,1.834427795777684,360.0,1,1,1,0.4417954805686536,1,1,0,0,1.4920505061304252,0,699,1,2,1,73.78892734,3,1,no
136016,160906,2019,0,3,0,1,0,0,0,0,-0.9965409683299754,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,1,-1.2694448310710906,1,1,0,0,-0.3095152099210942,0,621,1,3,1,105.7432432,3,1,yes
27264,52154,2019,0,3,0,0,2,0,0,1,0.3894247968404,3.75,0.4341,-0.1864745183292817,144.0,1,0,1,0.0438326173966201,1,1,0,0,0.7878020898557403,1,888,1,2,1,80.85774059,3,1,no
4446,29336,2019,0,1,0,0,2,0,0,1,-0.815762825046883,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,1,0.919350916375094,1,1,0,0,-0.5551832621099378,3,841,1,3,1,26.71919771,0,1,yes
97383,122273,2019,0,1,0,1,0,0,0,0,-0.2734283951976056,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,0,-2.316448739567036e-16,1,1,0,0,-0.1293586383159423,2,881,1,2,1,73.13488828675666,2,1,yes
44509,69399,2019,0,0,0,0,0,0,0,1,0.3894247968404,3.375,0.2084,-1.220110023154546,180.0,1,1,1,-0.1153525278721933,1,1,0,0,-0.3422709502129401,0,631,0,1,0,88.24200913,3,1,no
136131,161021,2019,0,3,0,0,0,0,0,1,-0.8760222061412472,3.99,0.5013,-1.209012448687787,360.0,1,1,1,-1.1102596858022773,1,1,0,0,-1.2430538082386997,1,685,1,0,1,93.88297872,3,1,no
127689,152579,2019,0,2,0,0,2,0,0,1,0.0881278913685792,3.99,-0.0081,0.7196470737511836,360.0,1,1,1,0.2428140489826368,1,1,0,0,-0.5879390024017837,3,577,0,3,1,63.73106061,0,1,no
103867,128757,2019,0,2,1,0,0,0,0,1,-1.1170597305187038,4.75,0.6485,-0.0691037577346372,360.0,1,1,1,-0.9908708268506672,1,1,0,0,-1.210298067946854,1,812,0,4,1,62.6146789,0,1,no
95417,120307,2019,0,2,0,1,3,0,0,0,-1.4786160170848883,3.625,1.9436,-0.4102073383849365,240.0,1,1,1,-1.5082225489743109,1,1,0,0,-0.8499849247365501,3,728,0,0,1,86.93181818,0,1,no
115506,140396,2019,0,3,0,0,2,0,0,1,-1.3580972548961605,4.99,0.92,0.0328107710121528,360.0,1,1,1,-1.309241117388294,1,1,0,0,-1.2594316783846229,3,735,0,4,1,69.92753623,3,1,no
3498,28388,2019,0,3,0,0,2,0,0,1,0.811240464500949,4.875,1.0422,-0.9993757120773752,360.0,1,1,1,0.9591472026922973,1,1,0,0,0.4602446869372822,1,563,0,1,1,64.47740113,3,1,no
87103,111993,2019,0,1,0,0,3,0,0,1,0.1483872724629434,3.25,-0.3221,0.802299273557585,360.0,1,1,1,2.153035792208398,1,1,0,0,-0.2112479890455568,3,624,1,3,0,34.375,0,1,no
123738,148628,2019,0,2,0,0,0,0,0,1,-0.2131690141032415,4.125,0.1549,-0.1362417648237548,360.0,1,1,1,-0.5133153910442269,1,1,0,0,0.3128438556239761,0,830,0,2,1,84.76331361,0,1,no
102777,127667,2019,0,3,1,1,3,0,0,0,1.11253736997277,3.5,0.7183,-1.220110023154546,360.0,1,1,1,0.2428140489826368,1,1,0,0,2.482597687340316e-16,1,611,1,2,1,95.9280303,3,1,no
52207,77097,2019,0,3,1,0,1,0,0,1,-1.4786160170848883,4.045968225309774,0.4462214556572678,0.0,180.0,1,1,1,-0.4735191047270235,1,0,0,0,0.6240233883965113,0,574,0,2,1,21.98275862,3,1,yes
136268,161158,2019,0,2,0,0,2,0,0,1,-0.4542065384806981,3.75,0.1124,0.199158466274686,360.0,1,1,1,-0.2745376731410067,1,1,0,0,-1.0301414963417022,3,596,0,2,1,61.93467337,0,1,no
42358,67248,2019,0,1,0,1,2,0,0,0,2.2574656107656885,3.625,0.6746,-1.220110023154546,360.0,1,1,1,1.5560914974503477,1,1,0,0,1.1153594927741983,0,576,1,1,0,81.17715618,0,1,no
120558,145448,2019,1,0,0,2,3,1,0,1,2.438243754048781,4.045968225309774,0.4462214556572678,0.0,300.0,0,1,1,-2.316448739567036e-16,1,1,0,0,-1.7507677827623098,2,740,1,3,0,73.13488828675666,2,1,yes
23269,48159,2019,0,1,0,0,2,0,0,1,-0.4542065384806981,3.875,0.3322,0.9284028051462674,360.0,1,1,1,-0.4735191047270235,1,1,0,0,-1.0628972366335478,3,807,1,4,1,70.83333333,0,1,no
146104,170994,2019,0,2,0,0,3,0,0,1,-0.1529096330088773,3.625,0.6081,0.222733083900626,240.0,1,1,1,-0.4337228184098201,1,1,0,0,-0.1457365084618652,1,693,0,0,1,82.82122905,3,1,no
132645,157535,2019,0,3,0,0,2,0,0,1,-0.2131690141032415,4.5,0.3964,-0.7757433575287315,360.0,1,1,1,0.1632214763482301,1,1,0,0,2.4747227148857998,1,658,1,2,1,56.3976378,3,1,no
143381,168271,2019,0,2,0,0,3,0,0,1,-0.815762825046883,3.75,0.6596,-0.6458144085577052,240.0,1,1,1,0.0040363310794167,1,1,0,0,-0.358648820358863,3,718,1,2,1,39.85042735,3,1,no
56721,81611,2019,0,2,0,2,3,0,0,1,-0.7555034439525188,3.25,-0.4589,-1.0751073840738996,360.0,1,1,1,-0.9908708268506672,1,1,0,0,2.482597687340316e-16,3,531,0,1,1,90.13761468,3,1,no
1487,26377,2019,0,0,0,1,2,0,0,0,-0.7555034439525188,4.5,0.9873,-0.4722988857757296,360.0,1,1,1,-0.9112782542162604,1,1,0,0,-0.7189619635691669,0,877,0,4,1,82.56302521,0,1,no
49428,74318,2019,0,2,0,0,2,0,0,1,0.1483872724629434,3.375,-0.1851,1.908722038212358,360.0,1,1,1,-0.1551488141893966,1,1,0,0,-0.1948701188996339,1,540,0,1,1,80.95794393,0,1,no
148377,173267,2019,1,2,0,1,2,0,0,0,-0.9362815872356112,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,1,-1.189852258436684,1,1,0,0,-0.8499849247365501,1,614,0,2,1,99.10714286,0,1,yes
114048,138938,2019,0,1,0,0,3,0,0,1,0.6907217023122207,3.75,0.2576,0.8582701531366279,360.0,1,1,1,0.0836289037138234,1,1,0,0,-0.0802250278781736,1,633,1,1,0,89.44672131,0,1,no
101222,126112,2019,0,1,0,2,3,0,0,1,0.4496841779347641,3.125,-0.5661,-1.220110023154546,360.0,1,1,1,-0.0357599552377866,1,1,0,0,2.482597687340316e-16,1,578,1,2,1,86.5720524,0,1,no
135831,160721,2019,0,2,0,0,0,0,0,1,0.7509810834065849,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,0,-2.316448739567036e-16,1,1,0,0,0.2145766347484386,2,710,1,0,0,73.13488828675666,0,1,yes
17093,41983,2019,0,2,0,0,0,0,0,1,-0.9362815872356112,4.99,1.239,-0.9191424125551628,240.0,1,1,1,-1.1500559721194803,1,1,0,0,-0.0638471577322507,0,669,0,3,1,93.53932584,0,1,no
131633,156523,2019,0,2,0,1,2,0,0,0,-0.2131690141032415,3.99,1.0425,0.0201250687230263,360.0,1,1,1,-0.5133153910442269,1,1,0,0,-0.2767594696292484,3,697,0,2,1,84.76331361,3,1,no
62288,87178,2019,0,3,1,2,3,0,0,1,-0.0926502519145131,3.875,0.0059,-1.220110023154546,360.0,1,1,1,-0.632704249995837,1,1,0,0,2.482597687340316e-16,3,715,1,3,1,99.51298701,3,1,no
67181,92071,2019,0,1,0,0,2,0,0,1,1.11253736997277,4.5,0.0367,-1.220110023154546,360.0,0,1,1,1.5560914974503477,1,1,0,0,0.5912676481046655,0,716,1,1,0,59.03263403,0,1,no
58139,83029,2019,0,1,0,0,0,0,0,1,-0.2131690141032415,3.75,0.2972,-0.5263725128954483,360.0,1,1,1,-0.632704249995837,1,1,0,0,-0.7844734441528585,1,575,1,0,0,93.01948052,0,1,no
135191,160081,2019,0,0,0,1,0,0,0,0,0.3894247968404,3.99,1.1225,0.718994047955612,360.0,1,1,1,-0.2745376731410067,1,1,0,0,0.9024471808772008,1,868,0,3,1,97.11055276,0,1,no
26125,51015,2019,0,0,0,0,2,0,0,1,-0.3336877762919698,4.045968225309774,0.4462214556572678,0.0,180.0,1,1,1,-2.316448739567036e-16,1,1,0,0,2.212676792551033,2,595,1,3,1,73.13488828675666,0,1,yes
11273,36163,2019,0,3,0,0,2,0,0,1,-0.6952440628581547,4.5,1.0831,-0.2476657402149374,180.0,0,1,1,-0.7918893952646503,1,1,0,0,0.0835536735810554,0,834,1,1,1,77.05223881,3,1,no
119505,144395,2019,0,1,0,0,3,0,0,1,1.0522779888784055,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,0,0.1632214763482301,1,1,0,0,0.9843365316068152,1,873,1,0,1,97.73622047,3,1,yes
78338,103228,2019,0,2,0,0,3,0,0,1,1.594612418727683,4.045968225309774,0.4462214556572678,0.0,360.0,1,1,1,1.357110065864331,1,1,0,0,-0.3750266905047859,1,831,0,2,0,72.58663366,2,1,yes
134459,159349,2019,0,3,0,0,2,0,0,1,-1.177319111613068,3.99,0.3794,-0.0105632796108886,360.0,1,1,1,-0.8316856815818537,1,1,0,0,-1.193920197800931,3,593,1,4,1,49.03100775,3,1,no
62167,87057,2019,0,1,0,0,2,0,0,1,-0.0926502519145131,3.99,0.18,0.7119189578272564,360.0,1,1,1,1.357110065864331,1,1,0,0,-0.7844734441528585,0,695,1,6,1,37.93316832,0,1,no
45060,69950,2019,0,3,0,0,0,0,0,1,-1.4183566359905244,5.25,0.9163,-0.2185461994135796,360.0,0,1,1,-1.428629976339904,1,1,0,0,-0.1948701188996339,0,694,0,1,1,80.09259259,3,1,no
